UNIQUE_ID,AGE,EDUCATION,MARITAL_STATUS,OCCUPATION,RELATIONSHIP,RACE,GENDER,NATIVE_COUNTRY,EMPLOYER_TYPE,CAPITAL_GAIN,CAPITAL_LOSS,HOURS_PER_WEEK,INCOME_NUM,INCOME
16762,41,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,67174,>50K
1677,24,some-college,Never-married,Tech-support,Not-in-family,White,Male,United States,State-gov,0,0,50,36626,<=50K
16770,47,assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-inc,0,0,50,89970,>50K
168,49,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-inc,0,0,50,94159,>50K
1682,29,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,50,46664,<=50K
1684,48,hs-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United States,Self-emp-not-inc,0,0,50,25125,<=50K
16842,33,bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United States,Private,0,0,60,71915,>50K
16865,31,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,82264,>50K
1687,28,hs-grad,Divorced,Craft-repair,Own-child,White,Male,United States,Self-emp-not-inc,0,0,40,37922,<=50K
16878,43,masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,India,Private,0,0,40,72111,>50K
16882,45,bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,50,93078,>50K
16889,30,bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United States,Local-gov,0,0,45,60687,>50K
1689,23,bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,27018,<=50K
16896,48,assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,43,71534,>50K
16929,44,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,State-gov,0,0,40,52210,>50K
16933,42,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,87413,>50K
16948,39,bachelors,Widowed,Prof-specialty,Unmarried,White,Female,Poland,Private,0,0,50,57644,>50K
1695,33,hs-grad,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Private,0,0,60,59246,>50K
16964,42,bachelors,Never-married,Sales,Not-in-family,White,Male,United States,Private,10520,0,50,88031,>50K
16974,48,some-college,Married-civ-spouse,Other-service,Husband,White,Male,United States,Private,0,0,40,90181,>50K
1699,24,bachelors,Never-married,Sales,Not-in-family,White,Male,United States,Private,0,0,50,30889,<=50K
17014,30,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Federal-gov,0,0,40,59852,>50K
17022,39,bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United States,Private,0,0,50,64343,>50K
17038,40,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Local-gov,7687.5,0,40,81647,>50K
17061,28,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,5178,0,50,58781,>50K
17070,46,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,53,62344,>50K
17087,40,bachelors,Divorced,Sales,Not-in-family,White,Male,United States,Private,14084,0,40,78282,>50K
1709,50,some-college,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,Philippines,Private,0,0,40,42968,<=50K
17098,39,doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Self-emp-not-inc,4787,0,40,98310,>50K
17117,36,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,40,81383,>50K
1712,45,masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,England,Private,0,0,36,89206,>50K
17122,42,prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,15024,0,40,94915,>50K
17124,41,some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,0,0,45,51436,>50K
17153,31,masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,5178,0,40,68750,>50K
17179,35,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,91152,>50K
1718,32,11th,Never-married,Craft-repair,Other-relative,White,Male,United States,Private,0,0,40,43474,<=50K
1722,37,hs-grad,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,Philippines,Private,0,0,40,35279,<=50K
17234,35,doctorate,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,United States,Federal-gov,0,0,60,99195,>50K
17235,34,bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,Philippines,Private,7688,0,50,50043,>50K
17286,37,some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United States,Private,0,0,40,98587,>50K
1732,40,assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,State-gov,0,0,40,89029,>50K
17324,46,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Federal-gov,0,0,40,68873,>50K
17326,35,bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United States,State-gov,0,0,35,58568,>50K
17338,50,some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,70,69449,>50K
17364,38,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-not-inc,0,1887,45,86918,>50K
1738,34,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Self-emp-inc,0,0,60,61454,>50K
17427,50,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,15024,0,40,93243,>50K
17437,46,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,82842,>50K
17440,32,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,7298,0,40,74146,>50K
1750,19,some-college,Never-married,Handlers-cleaners,Own-child,White,Male,United States,Private,0,0,20,46396,<=50K
17504,38,10th,Married-civ-spouse,Sales,Husband,White,Male,United States,Self-emp-not-inc,0,1887,40,80368,>50K
17526,38,bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Self-emp-not-inc,0,0,28,77374,>50K
17529,46,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,40,78129,>50K
17546,40,bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United States,Private,0,0,40,83228,>50K
17566,36,some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Private,0,0,12,78229,>50K
1758,18,some-college,Never-married,Sales,Own-child,White,Male,United States,Private,0,0,16,22017,<=50K
17592,26,some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,0,0,40,83949,>50K
17593,34,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-inc,0,0,40,78365,>50K
1760,49,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Local-gov,0,2002,40,49624,<=50K
17608,43,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,78602,>50K
17638,38,prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,Canada,Federal-gov,99999,0,57,67343,>50K
17639,47,masters,Divorced,Protective-serv,Not-in-family,Black,Male,United States,Local-gov,0,0,50,65187,>50K
17651,39,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,45,67034,>50K
17677,43,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,48,75693,>50K
17697,47,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,60,96562,>50K
17714,34,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,43,80428,>50K
17722,40,doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,60,74320,>50K
17727,26,bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United States,Private,0,2258,45,97737,>50K
1773,20,some-college,Never-married,Sales,Own-child,White,Male,United States,Private,0,0,20,42632,<=50K
17746,41,bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,Cuba,Private,0,0,15,59983,>50K
17756,38,some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United States,Private,0,0,40,77698,>50K
1778,27,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Federal-gov,0,0,50,27056,<=50K
17789,40,some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United States,Private,0,1887,40,87801,>50K
178,18,11th,Never-married,Other-service,Own-child,White,Female,United States,Private,0,0,22,40500,<=50K
17801,28,some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,0,0,40,57974,>50K
17820,25,masters,Never-married,Prof-specialty,Own-child,White,Female,United States,Private,0,0,40,93086,>50K
17841,44,bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,15024,0,55,75158,>50K
17844,41,doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,Canada,Private,15024,0,50,93415,>50K
1785,37,hs-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,1902,45,91458,>50K
1786,43,hs-grad,Never-married,Other-service,Not-in-family,Black,Female,United States,Private,0,0,45,24589,<=50K
17860,37,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Self-emp-not-inc,0,0,45,78425,>50K
17889,42,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Self-emp-not-inc,99999,0,50,91358,>50K
17896,37,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,60,88710,>50K
179,31,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United States,Local-gov,0,0,40,20027,<=50K
1790,25,hs-grad,Never-married,Other-service,Not-in-family,White,Female,United States,Private,0,0,40,20679,<=50K
17909,49,bachelors,Divorced,Exec-managerial,Not-in-family,Black,Female,United States,Private,27828,0,60,66476,>50K
17934,29,hs-grad,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,India,Self-emp-not-inc,0,1564,50,86806,>50K
1797,35,some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United States,Private,0,0,40,48105,<=50K
17971,47,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,50,87296,>50K
17984,44,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,50,99823,>50K
18038,41,some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Private,0,0,40,75081,>50K
1809,43,masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,1902,40,92370,>50K
18113,39,bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,Philippines,Private,0,1977,45,81256,>50K
18128,50,assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,50,79203,>50K
1814,31,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United States,Private,0,0,40,46941,<=50K
18142,38,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,84456,>50K
1815,39,some-college,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,United States,Private,0,0,40,49117,<=50K
1816,42,bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,49776,<=50K
18183,38,masters,Never-married,Adm-clerical,Not-in-family,White,Female,Italy,Private,0,0,50,55565,>50K
18191,29,some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United States,Federal-gov,0,0,40,88909,>50K
1820,31,hs-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,27512,<=50K
18201,43,hs-grad,Married-civ-spouse,Other-service,Husband,White,Male,United States,Private,0,0,40,56841,>50K
18229,44,assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,7298,0,51,62212,>50K
1823,40,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Local-gov,0,0,42,51867,>50K
18232,31,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Self-emp-not-inc,0,0,60,91323,>50K
18242,36,bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United States,Private,0,0,45,64535,>50K
18259,42,doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Taiwan,Private,0,0,40,83936,>50K
18306,37,assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,54176,>50K
18314,37,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,50,60662,>50K
18319,30,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,7298,0,50,60925,>50K
1832,26,hs-grad,Never-married,Sales,Not-in-family,Black,Male,United States,Private,0,0,40,33010,<=50K
18348,45,some-college,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,United States,Private,0,0,55,71685,>50K
18350,33,bachelors,Never-married,Sales,Not-in-family,White,Male,United States,Private,0,0,45,72649,>50K
18365,40,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,69571,>50K
18374,46,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,79471,>50K
18387,40,masters,Never-married,Sales,Not-in-family,White,Male,United States,Private,0,0,50,99445,>50K
18409,27,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,1902,40,61743,>50K
18428,45,9th,Married-civ-spouse,Other-service,Husband,White,Male,United States,Private,0,1848,40,76952,>50K
1844,43,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Self-emp-not-inc,0,0,60,25752,<=50K
18457,50,doctorate,Divorced,Prof-specialty,Other-relative,White,Male,United States,Private,10520,0,50,81380,>50K
18473,31,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,7298,0,40,78080,>50K
18494,45,bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,United States,Private,0,0,50,99035,>50K
18503,45,bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,45,76854,>50K
18505,46,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,40,98495,>50K
18508,47,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Self-emp-inc,99999,0,50,73341,>50K
1851,38,hs-grad,Divorced,Transport-moving,Not-in-family,White,Male,United States,Private,0,0,60,33686,<=50K
18550,50,bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,South,Self-emp-inc,0,0,60,67274,>50K
1856,47,bachelors,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,Japan,Self-emp-not-inc,0,0,60,24028,<=50K
1857,40,hs-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United States,Self-emp-not-inc,0,0,70,48109,<=50K
18581,44,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,45,99908,>50K
18597,50,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Germany,Self-emp-inc,0,0,50,86102,>50K
1860,42,some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United States,Private,0,0,50,61423,>50K
18627,48,some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United States,State-gov,0,1902,40,57492,>50K
1864,46,masters,Divorced,Exec-managerial,Not-in-family,White,Female,United States,Private,27828,0,50,75320,>50K
18723,35,assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,United States,Private,14344,0,40,85494,>50K
18733,36,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-not-inc,7298,0,40,77053,>50K
1874,49,hs-grad,Married-civ-spouse,Other-service,Wife,Black,Female,United States,Private,0,0,40,51312,>50K
1875,31,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,40,43758,<=50K
18753,35,some-college,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,43,61851,>50K
18754,39,doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,99999,0,55,85713,>50K
1879,43,some-college,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,7687.5,0,40,74779,>50K
1888,40,assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,United States,Private,0,0,40,37842,<=50K
18912,46,masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-inc,0,0,55,68746,>50K
1892,47,9th,Never-married,Other-service,Unmarried,White,Female,United States,Private,0,0,50,47247,<=50K
18925,33,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,84,55620,>50K
1893,45,masters,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,Philippines,Private,0,0,40,26328,<=50K
18968,32,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,20,88433,>50K
1897,28,assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United States,Private,0,0,40,33673,<=50K
18973,27,assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,United States,Private,0,0,40,51926,>50K
1898,50,hs-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Federal-gov,0,0,40,59053,>50K
18982,43,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,99999,0,60,66662,>50K
18992,32,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,40,74500,>50K
1901,38,some-college,Widowed,Adm-clerical,Unmarried,Black,Female,United States,Private,0,0,40,46925,<=50K
19010,41,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,1485,50,69835,>50K
19016,31,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-inc,0,0,50,71179,>50K
19017,47,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,94052,>50K
19018,40,assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,90152,>50K
19060,45,bachelors,Never-married,Sales,Not-in-family,White,Male,United States,Self-emp-not-inc,14084,0,45,91677,>50K
19098,45,bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United States,Federal-gov,0,0,55,62913,>50K
19099,24,bachelors,Never-married,Exec-managerial,Unmarried,White,Male,United States,Private,0,0,40,73174,>50K
191,37,some-college,Divorced,Craft-repair,Unmarried,White,Female,United States,Private,0,0,40,41407,<=50K
1911,35,assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,7298,0,50,55118,>50K
19122,37,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Self-emp-not-inc,0,0,5,81267,>50K
19125,47,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,7688,0,55,81526,>50K
1915,22,hs-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,United States,Private,0,0,40,33719,<=50K
1916,46,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Local-gov,0,1902,40,20298,<=50K
19180,47,some-college,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,99999,0,60,81542,>50K
19188,43,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,15024,0,50,80944,>50K
19216,25,some-college,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,40,69306,>50K
19221,44,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-inc,7688,0,45,52296,>50K
19240,45,11th,Divorced,Transport-moving,Not-in-family,White,Male,United States,Private,0,2824,76,96398,>50K
1926,22,hs-grad,Never-married,Prof-specialty,Unmarried,White,Female,Dominican Republic,Self-emp-not-inc,99999,0,40,67601,>50K
19266,41,hs-grad,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,1848,45,62024,>50K
19308,45,bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United States,Private,0,0,40,57912,>50K
1933,42,masters,Divorced,Prof-specialty,Not-in-family,White,Female,United States,State-gov,0,0,38,34137,<=50K
19354,50,bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United States,Local-gov,0,0,40,92620,>50K
1938,30,some-college,Divorced,Adm-clerical,Unmarried,White,Male,United States,Private,0,0,40,25627,<=50K
194,34,bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United States,Local-gov,0,0,40,53265,>50K
19410,42,masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,State-gov,0,0,50,67670,>50K
1942,38,bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,United States,Private,0,0,40,39246,<=50K
19464,33,some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United States,Self-emp-not-inc,0,0,60,62790,>50K
19467,43,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Local-gov,15024,0,45,70451,>50K
19487,38,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,76927,>50K
19510,33,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,7688,0,50,83082,>50K
19516,50,hs-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,United States,Private,0,0,40,85949,>50K
19519,35,doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,United States,Private,0,0,80,95863,>50K
19537,44,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,45,80354,>50K
1955,25,bachelors,Never-married,Prof-specialty,Own-child,White,Female,United States,Local-gov,0,0,40,47877,<=50K
1957,18,hs-grad,Never-married,Other-service,Own-child,White,Female,United States,Private,0,0,8,33612,<=50K
19570,43,hs-grad,Divorced,Exec-managerial,Unmarried,White,Female,United States,Private,0,0,40,79480,>50K
1959,47,assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Local-gov,0,0,35,58538,>50K
1961,46,some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,40,49864,<=50K
19625,47,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,46,61966,>50K
19643,37,assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United States,Self-emp-inc,0,1887,40,99591,>50K
19667,47,some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,93798,>50K
19668,47,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,55,98318,>50K
19685,41,some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United States,Local-gov,0,0,40,76637,>50K
1971,31,hs-grad,Never-married,Adm-clerical,Own-child,Black,Male,United States,Private,0,0,40,48245,<=50K
19743,50,masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,15024,0,65,87588,>50K
19802,33,hs-grad,Married-civ-spouse,Sales,Husband,White,Male,United States,Self-emp-not-inc,0,0,60,70068,>50K
19825,38,bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,United States,Self-emp-not-inc,3103,0,60,95190,>50K
19826,49,hs-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United States,Self-emp-not-inc,0,0,30,57061,>50K
19860,35,assoc-voc,Married-civ-spouse,Other-service,Wife,Black,Female,United States,Private,0,0,40,72192,>50K
1988,22,hs-grad,Never-married,Other-service,Own-child,White,Male,Greece,Self-emp-not-inc,0,0,40,28722,<=50K
19893,42,hs-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United States,Private,7688,0,45,62499,>50K
19910,46,doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,United States,Local-gov,0,1902,52,88733,>50K
19913,35,bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,0,0,40,81130,>50K
1998,25,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,45,35533,<=50K
19991,26,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,40,95571,>50K
2002,31,hs-grad,Never-married,Transport-moving,Not-in-family,White,Male,United States,Private,0,0,50,33132,<=50K
20023,28,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United States,Private,7688,0,40,90174,>50K
20031,34,assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-not-inc,0,0,60,96788,>50K
20068,45,masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,1977,43,86178,>50K
2008,26,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,35,27206,<=50K
20088,38,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Self-emp-inc,0,0,55,74802,>50K
20095,36,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Self-emp-not-inc,0,0,80,61281,>50K
201,44,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,15024,0,60,66385,>50K
2010,38,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,45,35607,<=50K
20108,47,assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,70886,>50K
20139,48,doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,45,97465,>50K
2014,41,some-college,Divorced,Craft-repair,Not-in-family,White,Male,United States,Self-emp-not-inc,0,0,40,45526,<=50K
20146,44,masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,70758,>50K
2015,42,masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Local-gov,0,1902,60,85748,>50K
2016,47,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,70,28776,<=50K
20176,43,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,54329,>50K
20191,27,hs-grad,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,United States,State-gov,0,0,38,66553,>50K
20226,37,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,50,85969,>50K
20227,35,hs-grad,Never-married,Sales,Not-in-family,White,Male,United States,Private,4787,0,40,82001,>50K
20234,39,prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,7688,0,40,76418,>50K
20260,36,masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,45,94748,>50K
2027,45,hs-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United States,Private,0,1628,45,40910,<=50K
20300,37,masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,7688,0,50,60695,>50K
20316,45,some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,Puerto-Rico,Federal-gov,0,0,40,66030,>50K
20324,37,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,50,56620,>50K
20358,49,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,79466,>50K
20377,48,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,40,52014,>50K
2039,26,hs-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United States,Local-gov,0,0,40,45606,<=50K
20397,46,bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United States,Local-gov,4787,0,25,96663,>50K
2040,39,some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United States,Private,0,0,45,46447,<=50K
20405,44,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Federal-gov,0,0,55,68400,>50K
20435,48,hs-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,4386,0,45,64339,>50K
20443,45,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,60,87863,>50K
